id,yield
15499,6523.077351722517
15500,7460.164549161156
15501,5470.035025374265
15502,7635.0177571122185
15503,7391.810163862421
15504,6825.725246476766
15505,6301.455045912298
15506,4572.696280651842
15507,4600.74692897225
15508,6261.360524007701
15509,4045.871612558665
15510,5000.590342149371
15511,6212.206320783298
15512,5478.699472907756
15513,6723.113920744276
15514,8040.554155928199
15515,6696.182097002107
15516,5067.365416314919
15517,7689.140016637917
15518,7165.420192890684
15519,7027.170467227639
15520,5878.560171006771
15521,6399.642158753937
15522,6355.010458421195
15523,6635.487690984504
15524,7190.848509517033
15525,5319.660447023867
15526,5525.51588550664
15527,4510.593819517526
15528,4201.250141722267
15529,7262.356266388146
15530,6814.480471124174
15531,6721.761444686621
15532,7217.523166913248
15533,4657.473621936981
15534,7929.26762063452
15535,3887.04636601283
15536,6568.643714713107
15537,5519.7008466278785
15538,6590.298856532318
15539,7298.716738204414
15540,6210.107821845566
15541,6500.736086301389
15542,7244.170479958877
15543,7129.536449733714
15544,4720.590936047665
15545,4996.212113529502
15546,7486.669606672018
15547,5594.780403796874
15548,6079.027779170079
15549,7134.190970398486
15550,6604.0278808145085
15551,7107.7114538961905
15552,6494.09131844982
15553,4234.902317367028
15554,5746.5610146655235
15555,5998.362352727272
15556,6817.275997841614
15557,7024.017108591506
15558,3861.0123572343728
15559,5547.612129393383
15560,7706.193687431223
15561,5714.276756168983
15562,7451.35433941026
15563,6695.781409143761
15564,4283.6259016518015
15565,6476.566404640034
15566,6650.705966681824
15567,6509.201400637627
15568,3316.237421767146
15569,4063.8221575910575
15570,5031.924285933841
15571,5144.637763743871
15572,4060.9012508331216
15573,5892.586140196247
15574,6184.559375632263
15575,6547.959403888264
15576,4384.885198373871
15577,5897.869251646625
15578,6676.189281265193
15579,3225.2317941318615
15580,7533.466780386574
15581,7395.792997841141
15582,6687.211211277754
15583,3114.363856119162
15584,5345.913733148598
15585,4158.469743486552
15586,6252.412190341158
15587,7826.8909316791105
15588,6563.322331336793
15589,5608.691551996861
15590,4866.000893883873
15591,6080.445976750343
15592,7870.121384115249
15593,7130.309950483963
15594,6964.427563562931
15595,4360.2607851183275
15596,4636.3309905137285
15597,5085.637184773688
15598,5247.765288367402
15599,5689.856747475045
15600,5744.221961297211
15601,6205.758337385487
15602,7611.669480454875
15603,4902.079599906458
15604,7343.076787583006
15605,6688.303830623743
15606,7486.028855260753
15607,5822.420317801239
15608,6791.494927711203
15609,7341.88256402628
15610,6496.040191549633
15611,4482.18867537973
15612,4829.30253828963
15613,6474.348287923844
15614,4491.990413026593
15615,6271.855825445382
15616,6186.115442040318
15617,5236.311414839642
15618,6584.6368973921635
15619,6775.112896830717
15620,5174.376975785592
15621,4333.351843397773
15622,4126.565818929463
15623,5425.559957728605
15624,5403.348131332954
15625,4099.800083348178
15626,7600.235983377672
15627,5536.57965917734
15628,5667.3212107427535
15629,5794.3190356360865
15630,5237.276534795295
15631,5732.681647427846
15632,5978.733093062241
15633,4961.706527804141
15634,7141.045970646024
15635,5247.738805731875
15636,7479.488404330739
15637,5828.149503342109
15638,5536.215420459572
15639,4352.196684415103
15640,5436.417819189897
15641,7016.745985852554
15642,6702.68329003558
15643,4588.179971218633
15644,6212.898257316789
15645,5592.744480128633
15646,5505.737378007965
15647,7855.784684630402
15648,5647.5353004150675
15649,6828.520306458813
15650,7877.836704272369
15651,5493.487211276079
15652,8013.867671124055
15653,5032.962254537852
15654,6885.249284478079
15655,4799.996637650533
15656,7251.727372576308
15657,5425.903554578079
15658,6758.796632145357
15659,7280.616990380862
15660,7543.189763719798
15661,7237.397837044031
15662,6806.551964774961
15663,7362.482632134459
15664,4458.815972272889
15665,4532.770069644263
15666,4549.124624277349
15667,6696.165323452791
15668,7295.71238333662
15669,5124.454582979903
15670,6492.698747576564
15671,5758.616857834742
15672,5372.007929223182
15673,7013.010937835206
15674,6355.350634928385
15675,4695.053980027325
15676,5449.855900132854
15677,5435.257945861027
15678,7440.807685521082
15679,6422.813374240359
15680,4597.195083572646
15681,7261.554662251903
15682,6349.285124056099
15683,5675.755545346241
15684,6574.6793796368875
15685,6707.500357695681
15686,7881.927343949908
15687,5771.6646241287235
15688,7225.905097633193
15689,7216.778446879529
15690,6693.718791323714
15691,5998.530022223189
15692,5186.8883938892395
15693,6795.800220341247
15694,6628.880244750413
15695,6204.131612803321
15696,7117.144257655193
15697,5384.789463104331
15698,7162.489897799795
15699,5410.228306846111
15700,7348.068820813613
15701,4169.526261350955
15702,4566.594665595505
15703,3307.655407164886
15704,4439.893967984768
15705,6090.659838617663
15706,6493.612805786484
15707,6139.436280825699
15708,6237.982093198167
15709,7080.198541366379
15710,6796.665605406393
15711,6406.2606270739925
15712,7058.602300483501
15713,5586.992505575472
15714,4671.545879606681
15715,5539.708583497035
15716,6426.763386240578
15717,5079.853060671303
15718,5454.951407193323
15719,6195.379164789629
15720,6001.276932663692
15721,5518.43664292508
15722,6836.659773419669
15723,6464.724072347977
15724,5185.004292509984
15725,5264.512525309459
15726,6935.243080728047
15727,7058.772056960384
15728,4997.4320002513705
15729,5564.295078919386
15730,4841.763602887921
15731,5380.7561450303765
15732,7374.033450277348
15733,6485.687967999023
15734,7336.910833144968
15735,5028.0919016204425
15736,6746.765975336079
15737,6746.918915915478
15738,3449.1696880927775
15739,3797.957904646173
15740,7157.343063941284
15741,5392.733270887984
15742,6156.281057995511
15743,4716.934427453205
15744,6913.143430815253
15745,7616.019127971376
15746,6359.4021147393505
15747,5098.108339688915
15748,7245.402311967395
15749,5608.481308866991
15750,6034.400816130277
15751,5451.110555332503
15752,5659.13353559532
15753,6563.805354540644
15754,6226.391756314377
15755,5819.3252581321285
15756,6859.650396842568
15757,5521.7440132953925
15758,5507.152466805419
15759,5580.595462551573
15760,5573.783864310419
15761,5185.479894728225
15762,3332.3846785418573
15763,5683.6753175462945
15764,7879.861799529637
15765,7356.562135779532
15766,8272.123945962114
15767,6187.757044347876
15768,5505.552160270861
15769,4737.469518372905
15770,4258.719559194753
15771,5397.4324244753225
15772,5971.862133056042
15773,6598.130108889251
15774,3631.7748892423115
15775,6449.0169469108805
15776,5823.0694799004705
15777,7693.241052089259
15778,6043.115340167307
15779,7555.551839357475
15780,6254.404937518062
15781,6455.393385111005
15782,6774.239340495144
15783,7906.105257053103
15784,7855.995293972897
15785,7928.709902062023
15786,6500.910661416943
15787,6768.5564775468665
15788,4460.76486609003
15789,4972.6389649491175
15790,5532.408760156424
15791,6292.8223368449835
15792,6662.233613415854
15793,6340.650357018341
15794,6713.43049520941
15795,5830.584441324056
15796,7789.873970415792
15797,6580.055324673769
15798,4936.308361348754
15799,6702.391268539708
15800,6686.189095062553
15801,5397.770078946487
15802,4884.532404061407
15803,5870.386644794373
15804,7219.612465067883
15805,6422.656876455585
15806,7691.091920273262
15807,5032.452606146049
15808,4740.760959251784
15809,7590.25268823083
15810,5983.057291624253
15811,7691.493030158512
15812,5909.571002893674
15813,5222.552884515142
15814,6121.944443586457
15815,7350.680826466822
15816,6547.775584263552
15817,3977.3591149030253
15818,7272.6982840352575
15819,7136.083788058546
15820,4894.383918448177
15821,7156.311095025507
15822,6044.702591385518
15823,6066.174566179281
15824,5787.76781100384
15825,7149.105587485945
15826,6259.411985746527
15827,6072.664332365384
15828,4808.713060061564
15829,4617.484359716473
15830,3513.539771513955
15831,7047.015330741473
15832,4286.504840571899
15833,4614.173307714635
15834,6277.073522142193
15835,7200.230546963692
15836,7132.755396645807
15837,3523.997594000655
15838,7607.683581373771
15839,4789.5375576128135
15840,7884.890162334254
15841,3934.9372716295766
15842,6698.019840346184
15843,5750.570677683048
15844,5871.381939985207
15845,5396.143419321568
15846,6994.3120962017565
15847,7871.4278837508755
15848,5748.725020077254
15849,4821.651903727208
15850,7105.677170393465
15851,7213.551187772013
15852,7991.549834131962
15853,7252.550331799372
15854,5138.624041033909
15855,4013.67492745287
15856,4105.413966613996
15857,5918.1497730994015
15858,5663.344272687449
15859,5026.720608011703
15860,8251.669043646601
15861,6043.8649179399945
15862,6362.734600990138
15863,7526.985697661992
15864,5573.691078502801
15865,7341.594613377005
15866,6877.547323331237
15867,5774.619969979336
15868,7581.015195355751
15869,4927.603638924193
15870,7693.623144955549
15871,5758.962273001322
15872,7412.729795309715
15873,8121.922281663923
15874,8029.806076482753
15875,7586.157428235689
15876,6060.490710503655
15877,6334.94935889804
15878,7884.355526892992
15879,7300.884047543688
15880,7929.687247232941
15881,4965.8660919381655
15882,7309.263072452566
15883,6403.65052032005
15884,6505.710154603061
15885,5273.217614037101
15886,4867.89848709933
15887,6766.872114606493
15888,4440.170858614263
15889,6832.124462330481
15890,6141.574183405668
15891,6026.314247415459
15892,4521.250447735598
15893,5870.3160338174785
15894,5171.030979936244
15895,5807.682279559667
15896,6551.469910757733
15897,6569.736520874663
15898,5079.718264929834
15899,7446.711255332222
15900,5448.090984888782
15901,6754.663428051281
15902,5149.716877184692
15903,6069.141035183973
15904,5595.7680044530425
15905,8147.566024824046
15906,6989.81849638198
15907,7127.6155616217875
15908,5612.372172000643
15909,5537.840704928909
15910,5966.509570910013
15911,6258.889091358171
15912,6922.949286611518
15913,7056.667802667478
15914,5476.158887632599
15915,6343.373993213812
15916,5318.338836876384
15917,5423.41993059474
15918,4325.873433045985
15919,7400.1448510292685
15920,5795.933190684591
15921,5806.592284305312
15922,7328.046140175662
15923,4805.9931147979805
15924,5291.457512272405
15925,7496.54042670643
15926,6584.368171144219
15927,3717.78097522218
15928,5417.606828449294
15929,6477.310808558774
15930,7099.207839543815
15931,6801.744215141283
15932,4530.101911240199
15933,4513.966210020182
15934,6147.419595757616
15935,6055.069362774026
15936,4381.837852503115
15937,6795.331978513394
15938,6623.206162206072
15939,6983.689626940526
15940,5797.845563925337
15941,6605.750414833834
15942,8027.173930327466
15943,7818.646781068877
15944,5106.309381717001
15945,5425.875468683196
15946,6012.446880976553
15947,4189.639452646661
15948,4737.396611440228
15949,3346.3812239374383
15950,8225.944466776564
15951,5692.19837147498
15952,6108.702977179142
15953,5106.241917771986
15954,7098.870728769456
15955,6221.6899141907925
15956,5882.079726235068
15957,6435.453778583615
15958,6718.614060833934
15959,6233.299293773191
15960,6540.2246707913
15961,5270.858375157637
15962,5244.272288040549
15963,7237.9656912795035
15964,5912.446030512394
15965,6241.169847537705
15966,2982.9863847880624
15967,5936.898412405339
15968,5984.3501088491175
15969,4410.772260115889
15970,6505.7999154933495
15971,5938.27887283056
15972,6293.576467903564
15973,6339.317506159481
15974,6534.283989403921
15975,8210.591997991782
15976,6562.131556259876
15977,7922.103259735508
15978,7828.482914060121
15979,7558.05965497531
15980,7022.873248420481
15981,5316.878730856464
15982,6696.668990861566
15983,7224.920227244904
15984,6902.525857918605
15985,4563.238808438706
15986,6363.08851230127
15987,3904.9019653871073
15988,6014.322243785602
15989,6666.8561820666655
15990,5534.02712700906
15991,6899.7400374930585
15992,4228.141147135117
15993,5289.493568409409
15994,5741.544427773042
15995,5588.056225769804
15996,7150.341373816715
15997,5229.3985915686935
15998,6567.353790498688
15999,6421.526712413994
16000,7907.941895362164
16001,6750.260682112654
16002,3836.949148945627
16003,6214.216633248259
16004,5598.644562970265
16005,7303.220300883928
16006,7333.769873794052
16007,3980.49808630615
16008,5476.526938680501
16009,3674.9621804092894
16010,3396.039645641984
16011,6424.119060359837
16012,7404.5443494342035
16013,7473.259367333259
16014,5891.909681037359
16015,6369.550252691959
16016,5190.126792130817
16017,6062.378155596671
16018,6778.306613789813
16019,7322.048238779127
16020,5940.077971885505
16021,7424.881866752752
16022,6327.124997045845
16023,5302.275830196915
16024,6895.165817893692
16025,4628.807157998148
16026,6231.644399080309
16027,5440.158635946864
16028,7553.955734006595
16029,6290.428325654124
16030,3162.420335284143
16031,5902.901046871673
16032,6282.050457908073
16033,6446.626733433048
16034,5120.008725713473
16035,7278.274708775512
16036,6653.19891827571
16037,4333.382440768473
16038,5533.394365810382
16039,2834.92477013811
16040,5292.302525192499
16041,6726.906320161303
16042,6551.098930860346
16043,6714.738885612402
16044,4761.473956822942
16045,4342.475353759306
16046,6151.323787946545
16047,3891.7731408173568
16048,4250.375352850591
16049,8000.879669680609
16050,5938.157718431845
16051,6976.035434602003
16052,5879.830296695989
16053,4157.283718306746
16054,5199.464366991422
16055,7256.234114915715
16056,7992.099026306241
16057,2933.3217913308763
16058,5952.6768437029095
16059,5365.395831722068
16060,7109.106615177181
16061,3823.4469980152207
16062,7097.487123994739
16063,6094.0030372974
16064,6287.039404873038
16065,6110.765660282283
16066,6542.818425545644
16067,6844.132478865853
16068,5867.210332980147
16069,4290.634961471194
16070,5790.74153874896
16071,5029.086681230285
16072,6889.125070280454
16073,5176.527091390686
16074,5638.345918697014
16075,6572.27741501946
16076,7391.75410096359
16077,7289.87736441195
16078,6627.764755673241
16079,6580.913658313046
16080,6521.026789604512
16081,4568.805935141398
16082,6392.1365067634615
16083,3439.575450238597
16084,6952.03055153141
16085,5243.444233925024
16086,7235.933726289542
16087,6979.969348260551
16088,7414.748400632816
16089,5881.287408500735
16090,7021.823832507478
16091,5466.27291815856
16092,6768.932598293119
16093,4498.215298853931
16094,6194.850520723732
16095,4752.954354171117
16096,4301.852183683601
16097,6547.87763531605
16098,7302.616869309975
16099,6214.113728732918
16100,7167.952142758877
16101,6580.2693333879
16102,7186.699867998483
16103,8003.493313825224
16104,4422.785165082139
16105,4505.814259389765
16106,6381.577513347729
16107,4457.2645999191445
16108,7075.312111034524
16109,6041.311321525718
16110,3202.7755238747923
16111,3760.240821122017
16112,4726.947606741218
16113,6995.113830287708
16114,5708.214139217453
16115,7678.74293099402
16116,6856.052737142425
16117,5273.904120380408
16118,6395.666541943501
16119,6375.93147246883
16120,4876.454758872802
16121,5382.861637643422
16122,5584.763062453654
16123,4076.6827377214213
16124,5550.936417194665
16125,7194.376004566555
16126,6913.8319341710885
16127,6969.957073790079
16128,6459.184460729593
16129,7145.774478957697
16130,8042.264658331929
16131,6603.731598575774
16132,6784.128634009452
16133,6359.374133821926
16134,4064.352133548993
16135,3864.9428818759625
16136,4515.037668664241
16137,7634.838626712561
16138,3011.658549325948
16139,7225.88160885009
16140,7829.370631206664
16141,5509.787380343245
16142,4215.631035729661
16143,7384.654696087469
16144,7019.1887356558
16145,6735.807862952526
16146,3364.844005689549
16147,6048.0977264127
16148,6873.889760130958
16149,6816.140761485207
16150,4882.261339471908
16151,5796.960896590375
16152,7601.480776812066
16153,3712.3506988994195
16154,4333.534997115494
16155,6076.394463500415
16156,4632.530042830098
16157,5786.866068651492
16158,6295.7686022730195
16159,5273.840790187765
16160,5440.018451864249
16161,7188.299559204024
16162,6972.14946661162
16163,3778.4346959418617
16164,4556.403136709065
16165,7388.356310278003
16166,7046.925651000056
16167,4685.368058324151
16168,4145.927245524188
16169,4114.158654879604
16170,6115.201125358522
16171,6096.397495887941
16172,8108.862695727614
16173,6636.3817580603645
16174,8065.937975069974
16175,6020.855521615129
16176,6198.881681709201
16177,6822.606444654055
16178,4734.840373808169
16179,5543.448146990559
16180,6886.8575796206715
16181,6681.709350521909
16182,5381.523924194276
16183,6032.167123622028
16184,5880.455809825275
16185,5538.008880206966
16186,4190.65529475949
16187,5946.294214198657
16188,7198.586099169566
16189,6066.560146858101
16190,7334.30046285846
16191,6676.190343437425
16192,5817.372458401835
16193,6178.621984033147
16194,8263.413324342691
16195,7396.951352722652
16196,7519.712930552836
16197,6872.438376662845
16198,5278.079879930243
16199,5513.15503863059
16200,5706.561542599346
16201,6889.1710057022865
16202,6145.8266474534175
16203,6008.207846186648
16204,4092.241907231626
16205,5766.182569006283
16206,5350.419076396269
16207,5292.017881926033
16208,6047.932217870548
16209,7834.426882905827
16210,7746.687226269161
16211,4741.205627724703
16212,4512.841690988105
16213,5061.5960009917035
16214,3655.509613426577
16215,6399.61499299889
16216,6732.102288126887
16217,4389.439727869758
16218,7429.015680516604
16219,4058.2659784549032
16220,6506.676808425167
16221,8363.53296800307
16222,6139.494107692735
16223,6188.583289446367
16224,5194.563622333808
16225,5594.851946214039
16226,5835.418876288633
16227,7714.196770877112
16228,7442.778706169804
16229,7162.913361298153
16230,7190.353093026904
16231,5871.870567234291
16232,3109.270094584441
16233,4103.590247924032
16234,6874.739576053689
16235,6181.919497393828
16236,5968.468965522479
16237,7250.410783638072
16238,6259.230714675621
16239,5904.641885513964
16240,5526.487804061559
16241,3792.0146028490853
16242,7301.829976689303
16243,3613.9669225079124
16244,7138.742144125223
16245,7204.405198272783
16246,5629.545472550148
16247,7309.200040918484
16248,7466.400742940197
16249,7391.94288362778
16250,5829.459537798539
16251,6281.388708911196
16252,4541.124156114354
16253,8336.617607796856
16254,5493.238427330391
16255,6702.455605023075
16256,7643.781158619036
16257,7452.743992327247
16258,4945.512803985446
16259,6882.465654816653
16260,3866.103408201481
16261,3644.3111802213243
16262,6723.069957433094
16263,6947.024067308987
16264,6248.381984091422
16265,7920.626024746802
16266,5960.149906505074
16267,5495.377576058265
16268,5494.931047673628
16269,6523.784468561818
16270,6117.923114385805
16271,6215.009456292086
16272,4841.719686231168
16273,5832.985932462849
16274,4468.892152916407
16275,6678.862272639235
16276,6709.136204390728
16277,7117.580383264343
16278,7292.1218491777545
16279,6074.932342073182
16280,5565.634159121488
16281,4380.470853757812
16282,6429.5431445367285
16283,7197.056074563996
16284,6658.965630060411
16285,5751.4200293071335
16286,5045.804791824194
16287,5466.337027915521
16288,4741.782644214458
16289,5917.855825205799
16290,7951.074929635448
16291,4242.131726698077
16292,4338.497535770119
16293,4314.813745261054
16294,8217.153513127821
16295,5824.303248321288
16296,3974.2870192395058
16297,3978.4362542458693
16298,7324.829160259396
16299,4767.032034109405
16300,6583.569221407059
16301,7360.970175904513
16302,4071.9342682589777
16303,5097.554328982718
16304,4604.990641042707
16305,5595.428849801887
16306,6590.706152153143
16307,7998.679799357662
16308,5304.086595064728
16309,7499.389512018184
16310,3445.4782863800065
16311,4097.548307535879
16312,6242.169412550051
16313,7148.422608404362
16314,6944.496104786405
16315,4345.091663458676
16316,3919.58666572714
16317,8869.844560035504
16318,5690.903157230874
16319,5843.540696496551
16320,4897.339167335536
16321,5487.0165358252125
16322,5111.357355664892
16323,6669.145737316052
16324,7467.186740620062
16325,4045.0092266513966
16326,7988.497733815515
16327,5893.835715125955
16328,6243.517606892041
16329,4257.985785583209
16330,4340.927455327765
16331,5842.505527778878
16332,7253.883412919007
16333,4689.068008423899
16334,6144.527483567654
16335,6132.296750714711
16336,6757.935282866412
16337,4368.490516917373
16338,6000.442502626625
16339,6166.015974602953
16340,5800.166542170511
16341,6469.255358472117
16342,7363.716526349774
16343,5661.488925078942
16344,7750.31261518196
16345,6291.033789091161
16346,4327.318802064285
16347,7065.065136209421
16348,5207.6859471860225
16349,5981.260707009758
16350,6285.82710014726
16351,7342.083634197479
16352,4025.8448845270323
16353,7252.167735626164
16354,5887.748773242114
16355,4561.049511421181
16356,5957.615358034964
16357,5487.231698437303
16358,5459.521169990301
16359,7334.924184382486
16360,5787.71907229221
16361,5959.065410439915
16362,6385.911418813921
16363,5374.716891678458
16364,7687.642955911928
16365,4409.7775711147115
16366,6773.221954731853
16367,6344.010526044352
16368,4989.164872801804
16369,7751.41785083001
16370,7711.3721356590395
16371,6643.0248974456335
16372,5933.051624999498
16373,6972.723972310661
16374,6056.5022622006945
16375,3329.1073655664804
16376,4012.412523247476
16377,5654.316093980393
16378,7695.417606308823
16379,4906.903152159532
16380,3809.986169554584
16381,5672.879149925429
16382,7560.412209092756
16383,5533.959647814743
16384,4803.119883509702
16385,6618.244299754908
16386,8173.38287185051
16387,3290.4697342875297
16388,6276.715011626133
16389,4967.261695304827
16390,5439.056426829251
16391,6211.489282185619
16392,4884.297080738295
16393,7662.359033039014
16394,5745.656216680887
16395,6775.860590829689
16396,6296.553067254485
16397,5197.709686534421
16398,4923.658904989075
16399,5276.12969342398
16400,5571.2284071854665
16401,7292.60789828375
16402,3699.4115719657275
16403,6165.6999852513545
16404,6815.191281732521
16405,5342.565099663218
16406,5271.057718590717
16407,5783.305011198972
16408,6434.799783376453
16409,7142.058218856982
16410,5274.199261882517
16411,6328.683729473676
16412,3843.7218023436144
16413,7406.12108170893
16414,4383.111071043299
16415,5980.566124995414
16416,6219.904268187995
16417,7837.4414937187685
16418,7205.960433533241
16419,2718.664054261113
16420,6038.2328462773585
16421,4910.417143264669
16422,4629.962468450249
16423,7583.325189884286
16424,4294.137474425661
16425,5646.393367281649
16426,4440.303623892425
16427,7000.014998538245
16428,7302.124106568925
16429,6191.0427735563135
16430,5458.986850254412
16431,6524.784139474679
16432,6890.739425488107
16433,7203.50714796636
16434,5551.65764741943
16435,7108.222197139752
16436,4589.2918157546665
16437,8053.07608558936
16438,7353.866406020243
16439,5805.997138836421
16440,7298.824309308373
16441,3779.3157221158617
16442,3641.6014259646763
16443,7654.653319563135
16444,3703.5875147492043
16445,7476.7196394981
16446,6865.745605557167
16447,4650.302963213238
16448,6921.515516684565
16449,7128.1858477218775
16450,6193.96803086967
16451,4050.6357721476234
16452,5297.29465783987
16453,5902.900603034184
16454,4221.560814733035
16455,6061.742549708346
16456,3880.9823232776835
16457,8069.876106609649
16458,6384.719238495454
16459,7061.141358244524
16460,5077.056470808864
16461,3925.3629921115935
16462,4290.718133485236
16463,5118.506890053512
16464,6242.8656968656
16465,6883.475812059129
16466,7603.503560633108
16467,5654.294431580231
16468,6115.256178987678
16469,4154.93328503496
16470,4749.349141174636
16471,6661.351614134561
16472,3953.692345731135
16473,7454.300651044003
16474,8094.527912562597
16475,7900.993422927044
16476,4005.1024321971345
16477,7066.532469028141
16478,6361.3283530901535
16479,6181.410306090605
16480,3500.6175573027576
16481,4236.644166914746
16482,6520.921779181517
16483,5361.193738018221
16484,7313.404263943143
16485,7258.02859057585
16486,5422.913555905223
16487,3708.867367965693
16488,7212.999261587334
16489,4333.705786052218
16490,7159.330931047443
16491,4901.057904634217
16492,6858.262607873417
16493,5968.825193676457
16494,5272.53050481854
16495,5667.183654163149
16496,6683.178080210462
16497,6514.0139863680815
16498,4966.586992025084
16499,6310.712578167731
16500,6032.6292504572775
16501,7492.33087092638
16502,6105.096911660046
16503,4100.761196824547
16504,5612.7901620432385
16505,6899.37657637411
16506,7137.649523509783
16507,4841.9492182966205
16508,6316.506082226289
16509,3772.7730268816813
16510,3830.2622932759696
16511,4312.270242558909
16512,6920.229192027822
16513,6292.579036784999
16514,5726.234628722072
16515,6103.77796611184
16516,7402.308323209989
16517,6083.372493733827
16518,6753.378984943498
16519,6380.657251493307
16520,7138.045650656626
16521,7277.29931249388
16522,5556.641422093438
16523,6377.0900128801
16524,6640.8817456920515
16525,6194.123938048084
16526,6126.175721399544
16527,3811.5271004370297
16528,5609.263872140902
16529,5583.2353579518385
16530,8155.659552875441
16531,7682.880195371399
16532,2442.9347134769196
16533,5825.323051596817
16534,7273.239258297253
16535,5884.6807261452195
16536,5994.582604928466
16537,7260.664313213376
16538,6072.221873338625
16539,5017.453258092923
16540,3047.2692140761646
16541,5321.029872399929
16542,3965.3347804084187
16543,6073.196767737973
16544,5751.17061034363
16545,7351.924376242852
16546,7174.357426317874
